Date,Open,High,Low,Close,Volume,Election_date,3M_before,Close_3M_before,3M_UP_DOWN,6M_before,Close_6M_before,6M_UP_DOWN,9M_before,Close_9M_before,9M_UP_DOWN,12_before,Close_12_before,12M_UP_DOWN,15_before,Close_15_before
70/06/29,,,,,,,70/03/29,,,69/12/29,,,69/09/29,,,69/06/29,,,69/03/29,
70/06/30,34.939999,34.939999,34.939999,34.94 ,0,,70/03/30,,,69/12/30,,,69/09/30,,,69/06/30,,,69/03/30,
70/07/01,,,,,,,70/04/01,,,70/01/01,,,69/10/01,,,69/07/01,,,69/04/01,
70/07/02,,,,,,,70/04/02,,,70/01/02,,,69/10/02,,,69/07/02,,,69/04/02,
70/07/03,,,,,,,70/04/03,,,70/01/03,,,69/10/03,,,69/07/03,,,69/04/03,
70/07/06,,,,,,,70/04/06,,,70/01/06,,,69/10/06,,,69/07/06,,,69/04/06,
70/07/07,,,,,,,70/04/07,,,70/01/07,,,69/10/07,,,69/07/07,,,69/04/07,
70/07/08,,,,,,,70/04/08,,,70/01/08,,,69/10/08,,,69/07/08,,,69/04/08,
70/07/09,,,,,,,70/04/09,,,70/01/09,,,69/10/09,,,69/07/09,,,69/04/09,
70/07/10,,,,,,,70/04/10,,,70/01/10,,,69/10/10,,,69/07/10,,,69/04/10,
70/07/13,,,,,,,70/04/13,,,70/01/13,,,69/10/13,,,69/07/13,,,69/04/13,
70/07/14,,,,,,,70/04/14,,,70/01/14,,,69/10/14,,,69/07/14,,,69/04/14,
70/07/15,,,,,,,70/04/15,,,70/01/15,,,69/10/15,,,69/07/15,,,69/04/15,
70/07/16,,,,,,,70/04/16,,,70/01/16,,,69/10/16,,,69/07/16,,,69/04/16,
70/07/17,,,,,,,70/04/17,,,70/01/17,,,69/10/17,,,69/07/17,,,69/04/17,
70/07/20,,,,,,,70/04/20,,,70/01/20,,,69/10/20,,,69/07/20,,,69/04/20,
70/07/21,,,,,,,70/04/21,,,70/01/21,,,69/10/21,,,69/07/21,,,69/04/21,
70/07/22,,,,,,,70/04/22,,,70/01/22,,,69/10/22,,,69/07/22,,,69/04/22,
70/07/23,,,,,,,70/04/23,,,70/01/23,,,69/10/23,,,69/07/23,,,69/04/23,
70/07/24,,,,,,,70/04/24,,,70/01/24,,,69/10/24,,,69/07/24,,,69/04/24,
70/07/27,,,,,,,70/04/27,,,70/01/27,,,69/10/27,,,69/07/27,,,69/04/27,
70/07/28,,,,,,,70/04/28,,,70/01/28,,,69/10/28,,,69/07/28,,,69/04/28,
70/07/29,,,,,,,70/04/29,,,70/01/29,,,69/10/29,,,69/07/29,,,69/04/29,
70/07/30,,,,,,0,70/04/30,39.240002,1,70/01/30,41.91,1,69/10/30,,,69/07/30,,,69/04/30,
70/07/31,37.09,37.09,37.09,37.09 ,0,0,70/04/30,39.240002,0,70/01/31,,,69/10/31,,,69/07/31,,,69/04/30,
70/08/03,,,,,,,70/05/03,,,70/02/03,,,69/11/03,,,69/08/03,,,69/05/03,
70/08/04,,,,,,,70/05/04,,,70/02/04,,,69/11/04,,,69/08/04,,,69/05/04,
70/08/05,,,,,,,70/05/05,,,70/02/05,,,69/11/05,,,69/08/05,,,69/05/05,
70/08/06,,,,,,,70/05/06,,,70/02/06,,,69/11/06,,,69/08/06,,,69/05/06,
70/08/07,,,,,,,70/05/07,,,70/02/07,,,69/11/07,,,69/08/07,,,69/05/07,
70/08/10,,,,,,,70/05/10,,,70/02/10,,,69/11/10,,,69/08/10,,,69/05/10,
70/08/11,,,,,,,70/05/11,,,70/02/11,,,69/11/11,,,69/08/11,,,69/05/11,
70/08/12,,,,,,,70/05/12,,,70/02/12,,,69/11/12,,,69/08/12,,,69/05/12,
70/08/13,,,,,,,70/05/13,,,70/02/13,,,69/11/13,,,69/08/13,,,69/05/13,
70/08/14,,,,,,,70/05/14,,,70/02/14,,,69/11/14,,,69/08/14,,,69/05/14,
70/08/17,,,,,,,70/05/17,,,70/02/17,,,69/11/17,,,69/08/17,,,69/05/17,
70/08/18,,,,,,,70/05/18,,,70/02/18,,,69/11/18,,,69/08/18,,,69/05/18,
70/08/19,,,,,,,70/05/19,,,70/02/19,,,69/11/19,,,69/08/19,,,69/05/19,
70/08/20,,,,,,,70/05/20,,,70/02/20,,,69/11/20,,,69/08/20,,,69/05/20,
70/08/21,,,,,,,70/05/21,,,70/02/21,,,69/11/21,,,69/08/21,,,69/05/21,
70/08/24,,,,,,,70/05/24,,,70/02/24,,,69/11/24,,,69/08/24,,,69/05/24,
70/08/25,,,,,,,70/05/25,,,70/02/25,,,69/11/25,,,69/08/25,,,69/05/25,
70/08/26,,,,,,,70/05/26,,,70/02/26,,,69/11/26,,,69/08/26,,,69/05/26,
70/08/27,,,,,,,70/05/27,,,70/02/27,41.099998,1,69/11/27,,,69/08/27,,,69/05/27,
70/08/28,,,,,,,70/05/28,,,70/02/28,,,69/11/28,,,69/08/28,,,69/05/28,
70/08/31,37.470001,37.470001,37.470001,37.47 ,0,,70/05/31,,,70/02/28,,,69/11/30,,,69/08/31,,,69/05/31,
70/09/01,,,,,,,70/06/01,,,70/03/01,,,69/12/01,,,69/09/01,,,69/06/01,
70/09/02,,,,,,,70/06/02,,,70/03/02,,,69/12/02,,,69/09/02,,,69/06/02,
70/09/03,,,,,,,70/06/03,,,70/03/03,,,69/12/03,,,69/09/03,,,69/06/03,
70/09/04,,,,,,,70/06/04,,,70/03/04,,,69/12/04,,,69/09/04,,,69/06/04,
70/09/07,,,,,,,70/06/07,,,70/03/07,,,69/12/07,,,69/09/07,,,69/06/07,
70/09/08,,,,,,,70/06/08,,,70/03/08,,,69/12/08,,,69/09/08,,,69/06/08,
70/09/09,,,,,,,70/06/09,,,70/03/09,,,69/12/09,,,69/09/09,,,69/06/09,
70/09/10,,,,,,,70/06/10,,,70/03/10,,,69/12/10,,,69/09/10,,,69/06/10,
70/09/11,,,,,,,70/06/11,,,70/03/11,,,69/12/11,,,69/09/11,,,69/06/11,
70/09/14,,,,,,,70/06/14,,,70/03/14,,,69/12/14,,,69/09/14,,,69/06/14,
70/09/15,,,,,,,70/06/15,,,70/03/15,,,69/12/15,,,69/09/15,,,69/06/15,
70/09/16,,,,,,,70/06/16,,,70/03/16,,,69/12/16,,,69/09/16,,,69/06/16,
70/09/17,,,,,,,70/06/17,,,70/03/17,,,69/12/17,,,69/09/17,,,69/06/17,
70/09/18,,,,,,,70/06/18,,,70/03/18,,,69/12/18,,,69/09/18,,,69/06/18,
70/09/21,,,,,,,70/06/21,,,70/03/21,,,69/12/21,,,69/09/21,,,69/06/21,
70/09/22,,,,,,,70/06/22,,,70/03/22,,,69/12/22,,,69/09/22,,,69/06/22,
70/09/23,,,,,,,70/06/23,,,70/03/23,,,69/12/23,,,69/09/23,,,69/06/23,
70/09/24,,,,,,,70/06/24,,,70/03/24,,,69/12/24,,,69/09/24,,,69/06/24,
70/09/25,,,,,,,70/06/25,,,70/03/25,,,69/12/25,,,69/09/25,,,69/06/25,
70/09/28,,,,,,,70/06/28,,,70/03/28,,,69/12/28,,,69/09/28,,,69/06/28,
70/09/29,,,,,,,70/06/29,,,70/03/29,,,69/12/29,,,69/09/29,,,69/06/29,
70/09/30,36.580002,36.580002,36.580002,36.58 ,0,1,70/06/30,34.939999,0,70/03/30,,,69/12/30,,,69/09/30,,,69/06/30,
70/10/01,,,,,,,70/07/01,,,70/04/01,,,70/01/01,,,69/10/01,,,69/07/01,
70/10/02,,,,,,,70/07/02,,,70/04/02,,,70/01/02,,,69/10/02,,,69/07/02,
70/10/05,,,,,,,70/07/05,,,70/04/05,,,70/01/05,,,69/10/05,,,69/07/05,
70/10/06,,,,,,,70/07/06,,,70/04/06,,,70/01/06,,,69/10/06,,,69/07/06,
70/10/07,,,,,,,70/07/07,,,70/04/07,,,70/01/07,,,69/10/07,,,69/07/07,
70/10/08,,,,,,,70/07/08,,,70/04/08,,,70/01/08,,,69/10/08,,,69/07/08,
70/10/09,,,,,,,70/07/09,,,70/04/09,,,70/01/09,,,69/10/09,,,69/07/09,
70/10/12,,,,,,,70/07/12,,,70/04/12,,,70/01/12,,,69/10/12,,,69/07/12,
70/10/13,,,,,,,70/07/13,,,70/04/13,,,70/01/13,,,69/10/13,,,69/07/13,
70/10/14,,,,,,,70/07/14,,,70/04/14,,,70/01/14,,,69/10/14,,,69/07/14,
70/10/15,,,,,,,70/07/15,,,70/04/15,,,70/01/15,,,69/10/15,,,69/07/15,
70/10/16,,,,,,,70/07/16,,,70/04/16,,,70/01/16,,,69/10/16,,,69/07/16,
70/10/19,,,,,,,70/07/19,,,70/04/19,,,70/01/19,,,69/10/19,,,69/07/19,
70/10/20,,,,,,,70/07/20,,,70/04/20,,,70/01/20,,,69/10/20,,,69/07/20,
70/10/21,,,,,,,70/07/21,,,70/04/21,,,70/01/21,,,69/10/21,,,69/07/21,
70/10/22,,,,,,,70/07/22,,,70/04/22,,,70/01/22,,,69/10/22,,,69/07/22,
70/10/23,,,,,,,70/07/23,,,70/04/23,,,70/01/23,,,69/10/23,,,69/07/23,
70/10/26,,,,,,,70/07/26,,,70/04/26,,,70/01/26,,,69/10/26,,,69/07/26,
70/10/27,,,,,,,70/07/27,,,70/04/27,,,70/01/27,,,69/10/27,,,69/07/27,
70/10/28,,,,,,,70/07/28,,,70/04/28,,,70/01/28,,,69/10/28,,,69/07/28,
70/10/29,,,,,,,70/07/29,,,70/04/29,,,70/01/29,,,69/10/29,,,69/07/29,
70/10/30,36.16,36.16,36.16,36.16 ,0,,70/07/30,,,70/04/30,39.240002,0,70/01/30,41.91,1,69/10/30,,,69/07/30,
70/11/02,,,,,,,70/08/02,,,70/05/02,,,70/02/02,,,69/11/02,,,69/08/02,
70/11/03,,,,,,,70/08/03,,,70/05/03,,,70/02/03,,,69/11/03,,,69/08/03,
70/11/04,,,,,,,70/08/04,,,70/05/04,,,70/02/04,,,69/11/04,,,69/08/04,
70/11/05,,,,,,,70/08/05,,,70/05/05,,,70/02/05,,,69/11/05,,,69/08/05,
70/11/06,,,,,,,70/08/06,,,70/05/06,,,70/02/06,,,69/11/06,,,69/08/06,
70/11/09,,,,,,,70/08/09,,,70/05/09,,,70/02/09,,,69/11/09,,,69/08/09,
70/11/10,,,,,,,70/08/10,,,70/05/10,,,70/02/10,,,69/11/10,,,69/08/10,
70/11/11,,,,,,,70/08/11,,,70/05/11,,,70/02/11,,,69/11/11,,,69/08/11,
70/11/12,,,,,,,70/08/12,,,70/05/12,,,70/02/12,,,69/11/12,,,69/08/12,
70/11/13,,,,,,,70/08/13,,,70/05/13,,,70/02/13,,,69/11/13,,,69/08/13,
70/11/16,,,,,,,70/08/16,,,70/05/16,,,70/02/16,,,69/11/16,,,69/08/16,
70/11/17,,,,,,,70/08/17,,,70/05/17,,,70/02/17,,,69/11/17,,,69/08/17,
70/11/18,,,,,,,70/08/18,,,70/05/18,,,70/02/18,,,69/11/18,,,69/08/18,
70/11/19,,,,,,,70/08/19,,,70/05/19,,,70/02/19,,,69/11/19,,,69/08/19,
70/11/20,,,,,,,70/08/20,,,70/05/20,,,70/02/20,,,69/11/20,,,69/08/20,
70/11/23,,,,,,,70/08/23,,,70/05/23,,,70/02/23,,,69/11/23,,,69/08/23,
70/11/24,,,,,,,70/08/24,,,70/05/24,,,70/02/24,,,69/11/24,,,69/08/24,
70/11/25,,,,,,,70/08/25,,,70/05/25,,,70/02/25,,,69/11/25,,,69/08/25,
70/11/26,,,,,,,70/08/26,,,70/05/26,,,70/02/26,,,69/11/26,,,69/08/26,
70/11/27,,,,,,,70/08/27,,,70/05/27,,,70/02/27,41.099998,1,69/11/27,,,69/08/27,
70/11/30,34.799999,34.799999,34.799999,34.80 ,0,,70/08/30,,,70/05/30,,,70/02/28,,,69/11/30,,,69/08/30,
70/12/01,,,,,,,70/09/01,,,70/06/01,,,70/03/01,,,69/12/01,,,69/09/01,
70/12/02,,,,,,,70/09/02,,,70/06/02,,,70/03/02,,,69/12/02,,,69/09/02,
70/12/03,,,,,,,70/09/03,,,70/06/03,,,70/03/03,,,69/12/03,,,69/09/03,
70/12/04,,,,,,,70/09/04,,,70/06/04,,,70/03/04,,,69/12/04,,,69/09/04,
70/12/07,,,,,,,70/09/07,,,70/06/07,,,70/03/07,,,69/12/07,,,69/09/07,
70/12/08,,,,,,,70/09/08,,,70/06/08,,,70/03/08,,,69/12/08,,,69/09/08,
70/12/09,,,,,,,70/09/09,,,70/06/09,,,70/03/09,,,69/12/09,,,69/09/09,
70/12/10,,,,,,,70/09/10,,,70/06/10,,,70/03/10,,,69/12/10,,,69/09/10,
70/12/11,,,,,,,70/09/11,,,70/06/11,,,70/03/11,,,69/12/11,,,69/09/11,
70/12/14,,,,,,,70/09/14,,,70/06/14,,,70/03/14,,,69/12/14,,,69/09/14,
70/12/15,,,,,,,70/09/15,,,70/06/15,,,70/03/15,,,69/12/15,,,69/09/15,
70/12/16,,,,,,,70/09/16,,,70/06/16,,,70/03/16,,,69/12/16,,,69/09/16,
70/12/17,,,,,,,70/09/17,,,70/06/17,,,70/03/17,,,69/12/17,,,69/09/17,
70/12/18,,,,,,,70/09/18,,,70/06/18,,,70/03/18,,,69/12/18,,,69/09/18,
70/12/21,,,,,,,70/09/21,,,70/06/21,,,70/03/21,,,69/12/21,,,69/09/21,
70/12/22,,,,,,,70/09/22,,,70/06/22,,,70/03/22,,,69/12/22,,,69/09/22,
70/12/23,,,,,,,70/09/23,,,70/06/23,,,70/03/23,,,69/12/23,,,69/09/23,
70/12/24,,,,,,,70/09/24,,,70/06/24,,,70/03/24,,,69/12/24,,,69/09/24,
70/12/25,,,,,,,70/09/25,,,70/06/25,,,70/03/25,,,69/12/25,,,69/09/25,
70/12/28,,,,,,,70/09/28,,,70/06/28,,,70/03/28,,,69/12/28,,,69/09/28,
70/12/29,,,,,,,70/09/29,,,70/06/29,,,70/03/29,,,69/12/29,,,69/09/29,
70/12/30,,,,,,0,70/09/30,36.580002,0,70/06/30,34.939999,1,70/03/30,,,69/12/30,,,69/09/30,
70/12/31,34.240002,34.240002,34.240002,34.24 ,0,0,70/09/30,36.580002,0,70/06/30,34.939999,0,70/03/31,41.299999,1,69/12/31,,,69/09/30,
71/01/01,,,,,,,70/10/01,,,70/07/01,,,70/04/01,,,70/01/01,,,69/10/01,
71/01/04,,,,,,,70/10/04,,,70/07/04,,,70/04/04,,,70/01/04,,,69/10/04,
71/01/05,,,,,,,70/10/05,,,70/07/05,,,70/04/05,,,70/01/05,,,69/10/05,
71/01/06,,,,,,,70/10/06,,,70/07/06,,,70/04/06,,,70/01/06,,,69/10/06,
71/01/07,,,,,,,70/10/07,,,70/07/07,,,70/04/07,,,70/01/07,,,69/10/07,
71/01/08,,,,,,,70/10/08,,,70/07/08,,,70/04/08,,,70/01/08,,,69/10/08,
71/01/11,,,,,,,70/10/11,,,70/07/11,,,70/04/11,,,70/01/11,,,69/10/11,
71/01/12,,,,,,,70/10/12,,,70/07/12,,,70/04/12,,,70/01/12,,,69/10/12,
71/01/13,,,,,,,70/10/13,,,70/07/13,,,70/04/13,,,70/01/13,,,69/10/13,
71/01/14,,,,,,,70/10/14,,,70/07/14,,,70/04/14,,,70/01/14,,,69/10/14,
71/01/15,,,,,,,70/10/15,,,70/07/15,,,70/04/15,,,70/01/15,,,69/10/15,
71/01/18,,,,,,,70/10/18,,,70/07/18,,,70/04/18,,,70/01/18,,,69/10/18,
71/01/19,,,,,,,70/10/19,,,70/07/19,,,70/04/19,,,70/01/19,,,69/10/19,
71/01/20,,,,,,,70/10/20,,,70/07/20,,,70/04/20,,,70/01/20,,,69/10/20,
71/01/21,,,,,,,70/10/21,,,70/07/21,,,70/04/21,,,70/01/21,,,69/10/21,
71/01/22,,,,,,,70/10/22,,,70/07/22,,,70/04/22,,,70/01/22,,,69/10/22,
71/01/25,,,,,,,70/10/25,,,70/07/25,,,70/04/25,,,70/01/25,,,69/10/25,
71/01/26,,,,,,,70/10/26,,,70/07/26,,,70/04/26,,,70/01/26,,,69/10/26,
71/01/27,,,,,,,70/10/27,,,70/07/27,,,70/04/27,,,70/01/27,,,69/10/27,
71/01/28,,,,,,,70/10/28,,,70/07/28,,,70/04/28,,,70/01/28,,,69/10/28,
71/01/29,38.540001,38.540001,38.540001,38.54 ,0,,70/10/29,,,70/07/29,,,70/04/29,,,70/01/29,,,69/10/29,
71/02/01,,,,,,,70/11/01,,,70/08/01,,,70/05/01,,,70/02/01,,,69/11/01,
71/02/02,,,,,,,70/11/02,,,70/08/02,,,70/05/02,,,70/02/02,,,69/11/02,
71/02/03,,,,,,,70/11/03,,,70/08/03,,,70/05/03,,,70/02/03,,,69/11/03,
71/02/04,,,,,,,70/11/04,,,70/08/04,,,70/05/04,,,70/02/04,,,69/11/04,
71/02/05,,,,,,,70/11/05,,,70/08/05,,,70/05/05,,,70/02/05,,,69/11/05,
71/02/08,,,,,,,70/11/08,,,70/08/08,,,70/05/08,,,70/02/08,,,69/11/08,
71/02/09,,,,,,,70/11/09,,,70/08/09,,,70/05/09,,,70/02/09,,,69/11/09,
71/02/10,,,,,,,70/11/10,,,70/08/10,,,70/05/10,,,70/02/10,,,69/11/10,
71/02/11,,,,,,,70/11/11,,,70/08/11,,,70/05/11,,,70/02/11,,,69/11/11,
71/02/12,,,,,,,70/11/12,,,70/08/12,,,70/05/12,,,70/02/12,,,69/11/12,
71/02/15,,,,,,,70/11/15,,,70/08/15,,,70/05/15,,,70/02/15,,,69/11/15,
71/02/16,,,,,,,70/11/16,,,70/08/16,,,70/05/16,,,70/02/16,,,69/11/16,
71/02/17,,,,,,,70/11/17,,,70/08/17,,,70/05/17,,,70/02/17,,,69/11/17,
71/02/18,,,,,,,70/11/18,,,70/08/18,,,70/05/18,,,70/02/18,,,69/11/18,
71/02/19,,,,,,,70/11/19,,,70/08/19,,,70/05/19,,,70/02/19,,,69/11/19,
71/02/22,,,,,,,70/11/22,,,70/08/22,,,70/05/22,,,70/02/22,,,69/11/22,
71/02/23,,,,,,,70/11/23,,,70/08/23,,,70/05/23,,,70/02/23,,,69/11/23,
71/02/24,,,,,,,70/11/24,,,70/08/24,,,70/05/24,,,70/02/24,,,69/11/24,
71/02/25,,,,,,,70/11/25,,,70/08/25,,,70/05/25,,,70/02/25,,,69/11/25,
71/02/26,39.939999,39.939999,39.939999,39.94 ,0,,70/11/26,,,70/08/26,,,70/05/26,,,70/02/26,,,69/11/26,
71/03/01,,,,,,,70/12/01,,,70/09/01,,,70/06/01,,,70/03/01,,,69/12/01,
71/03/02,,,,,,,70/12/02,,,70/09/02,,,70/06/02,,,70/03/02,,,69/12/02,
71/03/03,,,,,,,70/12/03,,,70/09/03,,,70/06/03,,,70/03/03,,,69/12/03,
71/03/04,,,,,,,70/12/04,,,70/09/04,,,70/06/04,,,70/03/04,,,69/12/04,
71/03/05,,,,,,,70/12/05,,,70/09/05,,,70/06/05,,,70/03/05,,,69/12/05,
71/03/08,,,,,,,70/12/08,,,70/09/08,,,70/06/08,,,70/03/08,,,69/12/08,
71/03/09,,,,,,,70/12/09,,,70/09/09,,,70/06/09,,,70/03/09,,,69/12/09,
71/03/10,,,,,,,70/12/10,,,70/09/10,,,70/06/10,,,70/03/10,,,69/12/10,
71/03/11,,,,,,,70/12/11,,,70/09/11,,,70/06/11,,,70/03/11,,,69/12/11,
71/03/12,,,,,,,70/12/12,,,70/09/12,,,70/06/12,,,70/03/12,,,69/12/12,
71/03/15,,,,,,,70/12/15,,,70/09/15,,,70/06/15,,,70/03/15,,,69/12/15,
71/03/16,,,,,,,70/12/16,,,70/09/16,,,70/06/16,,,70/03/16,,,69/12/16,
71/03/17,,,,,,,70/12/17,,,70/09/17,,,70/06/17,,,70/03/17,,,69/12/17,
71/03/18,,,,,,,70/12/18,,,70/09/18,,,70/06/18,,,70/03/18,,,69/12/18,
71/03/19,,,,,,,70/12/19,,,70/09/19,,,70/06/19,,,70/03/19,,,69/12/19,
71/03/22,,,,,,,70/12/22,,,70/09/22,,,70/06/22,,,70/03/22,,,69/12/22,
71/03/23,,,,,,,70/12/23,,,70/09/23,,,70/06/23,,,70/03/23,,,69/12/23,
71/03/24,,,,,,,70/12/24,,,70/09/24,,,70/06/24,,,70/03/24,,,69/12/24,
71/03/25,,,,,,,70/12/25,,,70/09/25,,,70/06/25,,,70/03/25,,,69/12/25,
71/03/26,,,,,,,70/12/26,,,70/09/26,,,70/06/26,,,70/03/26,,,69/12/26,
71/03/29,,,,,,,70/12/29,,,70/09/29,,,70/06/29,,,70/03/29,,,69/12/29,
71/03/30,,,,,,,70/12/30,,,70/09/30,36.580002,1,70/06/30,34.939999,1,70/03/30,,,69/12/30,
71/03/31,40.5,40.5,40.5,40.50 ,0,1,70/12/31,34.240002,1,70/09/30,36.580002,1,70/06/30,34.939999,0,70/03/31,41.299999,0,69/12/31,
71/04/01,,,,,,,71/01/01,,,70/10/01,,,70/07/01,,,70/04/01,,,70/01/01,
71/04/02,,,,,,,71/01/02,,,70/10/02,,,70/07/02,,,70/04/02,,,70/01/02,
71/04/05,,,,,,,71/01/05,,,70/10/05,,,70/07/05,,,70/04/05,,,70/01/05,
71/04/06,,,,,,,71/01/06,,,70/10/06,,,70/07/06,,,70/04/06,,,70/01/06,
71/04/07,,,,,,,71/01/07,,,70/10/07,,,70/07/07,,,70/04/07,,,70/01/07,
71/04/08,,,,,,,71/01/08,,,70/10/08,,,70/07/08,,,70/04/08,,,70/01/08,
71/04/09,,,,,,,71/01/09,,,70/10/09,,,70/07/09,,,70/04/09,,,70/01/09,
71/04/12,,,,,,,71/01/12,,,70/10/12,,,70/07/12,,,70/04/12,,,70/01/12,
71/04/13,,,,,,,71/01/13,,,70/10/13,,,70/07/13,,,70/04/13,,,70/01/13,
71/04/14,,,,,,,71/01/14,,,70/10/14,,,70/07/14,,,70/04/14,,,70/01/14,
71/04/15,,,,,,,71/01/15,,,70/10/15,,,70/07/15,,,70/04/15,,,70/01/15,
71/04/16,,,,,,,71/01/16,,,70/10/16,,,70/07/16,,,70/04/16,,,70/01/16,
71/04/19,,,,,,,71/01/19,,,70/10/19,,,70/07/19,,,70/04/19,,,70/01/19,
71/04/20,,,,,,,71/01/20,,,70/10/20,,,70/07/20,,,70/04/20,,,70/01/20,
71/04/21,,,,,,,71/01/21,,,70/10/21,,,70/07/21,,,70/04/21,,,70/01/21,
71/04/22,,,,,,,71/01/22,,,70/10/22,,,70/07/22,,,70/04/22,,,70/01/22,
71/04/23,,,,,,,71/01/23,,,70/10/23,,,70/07/23,,,70/04/23,,,70/01/23,
71/04/26,,,,,,,71/01/26,,,70/10/26,,,70/07/26,,,70/04/26,,,70/01/26,
71/04/27,,,,,,,71/01/27,,,70/10/27,,,70/07/27,,,70/04/27,,,70/01/27,
71/04/28,,,,,,,71/01/28,,,70/10/28,,,70/07/28,,,70/04/28,,,70/01/28,
71/04/29,,,,,,0,71/01/29,38.540001,0,70/10/29,,,70/07/29,,,70/04/29,,,70/01/29,
71/04/30,38.389999,38.389999,38.389999,38.39 ,0,,71/01/30,,,70/10/30,36.16,1,70/07/30,,,70/04/30,39.240002,0,70/01/30,41.91
71/05/03,,,,,,,71/02/03,,,70/11/03,,,70/08/03,,,70/05/03,,,70/02/03,0
71/05/04,,,,,,,71/02/04,,,70/11/04,,,70/08/04,,,70/05/04,,,70/02/04,0
71/05/05,,,,,,,71/02/05,,,70/11/05,,,70/08/05,,,70/05/05,,,70/02/05,0
71/05/06,,,,,,,71/02/06,,,70/11/06,,,70/08/06,,,70/05/06,,,70/02/06,0
71/05/07,,,,,,,71/02/07,,,70/11/07,,,70/08/07,,,70/05/07,,,70/02/07,
71/05/10,,,,,,,71/02/10,,,70/11/10,,,70/08/10,,,70/05/10,,,70/02/10,0
71/05/11,,,,,,,71/02/11,,,70/11/11,,,70/08/11,,,70/05/11,,,70/02/11,0
71/05/12,,,,,,,71/02/12,,,70/11/12,,,70/08/12,,,70/05/12,,,70/02/12,0
71/05/13,,,,,,,71/02/13,,,70/11/13,,,70/08/13,,,70/05/13,,,70/02/13,0
71/05/14,,,,,,,71/02/14,,,70/11/14,,,70/08/14,,,70/05/14,,,70/02/14,
71/05/17,,,,,,,71/02/17,,,70/11/17,,,70/08/17,,,70/05/17,,,70/02/17,0
71/05/18,,,,,,,71/02/18,,,70/11/18,,,70/08/18,,,70/05/18,,,70/02/18,0
71/05/19,,,,,,,71/02/19,,,70/11/19,,,70/08/19,,,70/05/19,,,70/02/19,0
71/05/20,,,,,,,71/02/20,,,70/11/20,,,70/08/20,,,70/05/20,,,70/02/20,0
71/05/21,,,,,,,71/02/21,,,70/11/21,,,70/08/21,,,70/05/21,,,70/02/21,
71/05/24,,,,,,,71/02/24,,,70/11/24,,,70/08/24,,,70/05/24,,,70/02/24,0
71/05/25,,,,,,,71/02/25,,,70/11/25,,,70/08/25,,,70/05/25,,,70/02/25,0
71/05/26,,,,,,0,71/02/26,39.939999,0,70/11/26,,,70/08/26,,,70/05/26,,,70/02/26,0
71/05/27,,,,,,,71/02/27,,,70/11/27,,,70/08/27,,,70/05/27,,,70/02/27,41.099998
71/05/28,,,,,,,71/02/28,,,70/11/28,,,70/08/28,,,70/05/28,,,70/02/28,
71/05/31,39.040001,39.040001,39.040001,39.04 ,0,,71/02/28,,,70/11/30,34.799999,0,70/08/31,37.470001,1,70/05/31,,,70/02/28,
71/06/01,,,,,,,71/03/01,,,70/12/01,,,70/09/01,,,70/06/01,,,70/03/01,
71/06/02,,,,,,,71/03/02,,,70/12/02,,,70/09/02,,,70/06/02,,,70/03/02,0
71/06/03,,,,,,,71/03/03,,,70/12/03,,,70/09/03,,,70/06/03,,,70/03/03,0
71/06/04,,,,,,,71/03/04,,,70/12/04,,,70/09/04,,,70/06/04,,,70/03/04,0
71/06/07,,,,,,,71/03/07,,,70/12/07,,,70/09/07,,,70/06/07,,,70/03/07,
71/06/08,,,,,,,71/03/08,,,70/12/08,,,70/09/08,,,70/06/08,,,70/03/08,
71/06/09,,,,,,,71/03/09,,,70/12/09,,,70/09/09,,,70/06/09,,,70/03/09,0
71/06/10,,,,,,,71/03/10,,,70/12/10,,,70/09/10,,,70/06/10,,,70/03/10,0
71/06/11,,,,,,,71/03/11,,,70/12/11,,,70/09/11,,,70/06/11,,,70/03/11,0
71/06/14,,,,,,,71/03/14,,,70/12/14,,,70/09/14,,,70/06/14,,,70/03/14,
71/06/15,,,,,,,71/03/15,,,70/12/15,,,70/09/15,,,70/06/15,,,70/03/15,
71/06/16,,,,,,,71/03/16,,,70/12/16,,,70/09/16,,,70/06/16,,,70/03/16,0
71/06/17,,,,,,,71/03/17,,,70/12/17,,,70/09/17,,,70/06/17,,,70/03/17,0
71/06/18,,,,,,,71/03/18,,,70/12/18,,,70/09/18,,,70/06/18,,,70/03/18,0
71/06/21,,,,,,,71/03/21,,,70/12/21,,,70/09/21,,,70/06/21,,,70/03/21,
71/06/22,,,,,,,71/03/22,,,70/12/22,,,70/09/22,,,70/06/22,,,70/03/22,
71/06/23,,,,,,,71/03/23,,,70/12/23,,,70/09/23,,,70/06/23,,,70/03/23,0
71/06/24,,,,,,,71/03/24,,,70/12/24,,,70/09/24,,,70/06/24,,,70/03/24,0
71/06/25,,,,,,,71/03/25,,,70/12/25,,,70/09/25,,,70/06/25,,,70/03/25,0
71/06/28,,,,,,,71/03/28,,,70/12/28,,,70/09/28,,,70/06/28,,,70/03/28,
71/06/29,,,,,,,71/03/29,,,70/12/29,,,70/09/29,,,70/06/29,,,70/03/29,
71/06/30,38.84,38.84,38.84,38.84 ,0,,71/03/30,,,70/12/30,,,70/09/30,36.580002,1,70/06/30,34.939999,1,70/03/30,0
71/07/01,,,,,,,71/04/01,,,71/01/01,,,70/10/01,,,70/07/01,,,70/04/01,0
